text,label
spanning-tree mode rapid-pvst,configuration command
758,vlan id
Linux Server,device type
.114.1,uncomplete_ip
255.255.255.0,subnet mask
PC-47,hostname
DNS,protocol
ip nat inside,configuration command
9a:e1:9b:97:82:14,mac address
Server-76,hostname
access-list,configuration command
2539,vlan id
1581,vlan id
.123.136,uncomplete_ip
Meraki MR46,device type
255.255.0.0,subnet mask
.66.200,uncomplete_ip
218.187.41.231,ip address
Ethernet9/30,interface
Ethernet1/38,interface
.22.25.16,uncomplete_ip
Cisco 1941,device type
1b:fa:e1:99:8b:66,mac address
81:c2:5a:6c:c1:78,mac address
LDP,protocol
2a:cb:29:4c:65:c2,mac address
NTP,protocol
Cisco 4331,device type
Cisco 1941,device type
83.98.144.92,ip address
200.232.32.21,ip address
bc:45:0b:91:b8:78,mac address
56.90.78.246,ip address
45:f0:cb:d7:0a:21,mac address
.43.48.19,uncomplete_ip
ASA 5506-X,device type
255.255.255.192,subnet mask
4030,vlan id
1016,vlan id
36:86:26:58:dc:1b,mac address
3767,vlan id
255.255.255.240,subnet mask
Cisco 1941,device type
f8:61:9f:04:0b:68,mac address
Windows Server,device type
.244.79.210,uncomplete_ip
82.96.94.209,ip address
GRE,protocol
enable secret,configuration command
Aironet 3800,device type
1988,vlan id
show ip interface brief,configuration command
enable secret,configuration command
Tunnel756,interface
.162/26,uncomplete_ip
244.25.45.132,ip address
Telnet,protocol
1689,vlan id
VRRP,protocol
WLC-79,hostname
.21.248.207,uncomplete_ip
Gateway-41,hostname
3896,vlan id
FastEthernet6/45,interface
crypto key generate rsa,configuration command
DNS,protocol
.174/28,uncomplete_ip
179.188.243.44,ip address
255.255.255.128,subnet mask
ip nat outside,configuration command
Edge-50,hostname
1254,vlan id
299,vlan id
255.0.0.0,subnet mask
line vty 0 4,configuration command
65.75.98.124,ip address
.84/25,uncomplete_ip
line vty 0 4,configuration command
188.160,uncomplete_ip
Router-88,hostname
68.144.254.133,ip address
MPLS,protocol
1617,vlan id
show running-config,configuration command
61:75:4d:38:2f:92,mac address
71:33:2e:21:7b:97,mac address
ec:e8:35:9c:ad:7e,mac address
125.194.101.192,ip address
41.124.104.33,ip address
255.255.255.128,subnet mask
Port-channel3357,interface
switchport mode access,configuration command
ip domain-name,configuration command
Linux Server,device type
Vlan3701,interface
.72/25,uncomplete_ip
EIGRP,protocol
255.255.255.252,subnet mask
switchport mode access,configuration command
Meraki MR46,device type
Dist-83,hostname
f8:2d:59:2c:0c:0f,mac address
2056,vlan id
Tunnel2225,interface
2591,vlan id
ip domain-name,configuration command
fe:90:e8:2d:0b:ad,mac address
99:d8:90:86:35:f8,mac address
HTTPS,protocol
255.255.255.192,subnet mask
Catalyst 2960,device type
.11.231.194,uncomplete_ip
RIP,protocol
Catalyst 9300,device type
enable secret,configuration command
3091,vlan id
3917,vlan id
Vlan844,interface
Tunnel2572,interface
Ethernet3/48,interface
255.255.248.0,subnet mask
867,vlan id
Cisco 4331,device type
Meraki MR46,device type
.253.37,uncomplete_ip
255.255.0.0,subnet mask
.40.114.140,uncomplete_ip
OSPF,protocol
Firewall-15,hostname
Tunnel3790,interface
134.250.131.144,ip address
PC-71,hostname
TenGigabitEthernet4/48,interface
EIGRP,protocol
Cisco 2901,device type
Tunnel1027,interface
242.141,uncomplete_ip
194.93.183.205,ip address
255.255.248.0,subnet mask
3c:f9:51:f9:f9:f7,mac address
96:c6:89:25:b1:9d,mac address
Serial1/37,interface
access-list,configuration command
9a:c6:9f:85:88:ce,mac address
.98.173,uncomplete_ip
Meraki MR46,device type
Cisco 4331,device type
62:5f:ff:46:0e:9a,mac address
91.118.130.164,ip address
FastEthernet7/48,interface
1905,vlan id
36:51:34:f9:09:47,mac address
228.218.224.149,ip address
ip routing,configuration command
SNMP,protocol
255.255.255.240,subnet mask
Laptop-51,hostname
HTTP,protocol
WLC-03,hostname
185.245.226.194,ip address
Edge-78,hostname
AP-41,hostname
172.1,uncomplete_ip
Printer-59,hostname
GLBP,protocol
d4:51:fd:f4:7c:8d,mac address
255.255.255.0,subnet mask
.215/19,uncomplete_ip
98:d5:65:a4:1d:9f,mac address
Tunnel709,interface
Server-77,hostname
Switch-26,hostname
Nexus 9000,device type
1676,vlan id
access-list,configuration command
Router-15,hostname
609,vlan id
219.164.169.17,ip address
69.100.76.119,ip address
240.186.81.200,ip address
243.110.189.123,ip address
Vlan208,interface
.92.87,uncomplete_ip
179.45.27.194,ip address
255.255.255.0,subnet mask
ec:b2:70:ec:85:d0,mac address
.97.161,uncomplete_ip
255.255.255.192,subnet mask
255.255.0.0,subnet mask
3488,vlan id
159.26.220.229,ip address
3856,vlan id
GLBP,protocol
924,vlan id
DHCP,protocol
Server-95,hostname
255.255.255.192,subnet mask
175.111.81.103,ip address
.95.6.126,uncomplete_ip
Nexus 9000,device type
transport input ssh,configuration command
213.23.66.211,ip address
RSTP,protocol
Catalyst 3560,device type
.76/8,uncomplete_ip
line vty 0 4,configuration command
2a:7d:91:70:e8:10,mac address
AP-83,hostname
TenGigabitEthernet8/23,interface
UDP,protocol
ae:75:88:c0:36:50,mac address
c3:69:a9:dd:cc:31,mac address
ip domain-name,configuration command
Ethernet5/41,interface
ASA 5506-X,device type
1.248.45.2,ip address
.253/28,uncomplete_ip
Meraki MR46,device type
255.255.255.240,subnet mask
39.209.91.81,ip address
GLBP,protocol
Cisco 2901,device type
255.255.248.0,subnet mask
ip access-group,configuration command
255.255.255.240,subnet mask
.76.186.150,uncomplete_ip
Aironet 3800,device type
2757,vlan id
47.87.218.172,ip address
TenGigabitEthernet5/34,interface
SSH,protocol
255.255.248.0,subnet mask
6f:6e:42:e1:c1:f3,mac address
PC-01,hostname
Server-33,hostname
9a:75:bb:04:eb:e3,mac address
Serial8/20,interface
Loopback3770,interface
203.68.5.65,ip address
router bgp,configuration command
EIGRP,protocol
fc:b3:9d:d9:72:e4,mac address
Tunnel1942,interface
Catalyst 2960,device type
no shutdown,configuration command
.53.195,uncomplete_ip
163.18.82.61,ip address
03:c8:da:68:ec:a5,mac address
255.255.255.192,subnet mask
255.255.0.0,subnet mask
HSRP,protocol
Serial1/15,interface
Border-01,hostname
91.166.42.237,ip address
Router-60,hostname
222,vlan id
Access-36,hostname
255.255.0.0,subnet mask
Linux Server,device type
255.255.255.192,subnet mask
SSH,protocol
d8:a6:13:16:31:44,mac address
3734,vlan id
214,vlan id
1413,vlan id
Server-06,hostname
Vlan3920,interface
255.255.248.0,subnet mask
PC-94,hostname
.177.35,uncomplete_ip
1485,vlan id
spanning-tree mode rapid-pvst,configuration command
Serial9/16,interface
EIGRP,protocol
GLBP,protocol
WLC-52,hostname
1439,vlan id
STP,protocol
Catalyst 3560,device type
Aironet 3800,device type
108.102.180.195,ip address
255.255.255.128,subnet mask
transport input ssh,configuration command
Gateway-23,hostname
d0:3d:ba:09:99:f8,mac address
TenGigabitEthernet5/26,interface
255.255.255.128,subnet mask
EIGRP,protocol
ip routing,configuration command
AP-44,hostname
Gateway-85,hostname
WLC-17,hostname
.191.34.27,uncomplete_ip
3372,vlan id
.187.242.124,uncomplete_ip
Vlan1672,interface
98:9e:32:59:76:fb,mac address
b7:eb:7c:52:11:5d,mac address
show ip interface brief,configuration command
ISIS,protocol
.76.144,uncomplete_ip
255.255.255.240,subnet mask
cc:7b:69:ff:ab:ea,mac address
1321,vlan id
255.255.255.252,subnet mask
12:db:c5:f1:e0:b2,mac address
show ip interface brief,configuration command
GigabitEthernet3/20,interface
255.255.255.240,subnet mask
3499,vlan id
RIP,protocol
236.42.154.31,ip address
Catalyst 2960,device type
255.255.255.252,subnet mask
19:20:d7:19:1c:85,mac address
ICMP,protocol
ip nat inside,configuration command
line vty 0 4,configuration command
Tunnel1607,interface
.13/17,uncomplete_ip
Aironet 3800,device type
.16/30,uncomplete_ip
242.125.177.170,ip address
Ethernet9/11,interface
Core-21,hostname
TCP,protocol
2f:5a:c4:76:3d:41,mac address
Tunnel4049,interface
.190.130.139,uncomplete_ip
3461,vlan id
Serial3/22,interface
router bgp,configuration command
SSH,protocol
RIP,protocol
Tunnel2453,interface
4.191.198.255,ip address
174.225.82.30,ip address
2805,vlan id
Edge-57,hostname
255.0.0.0,subnet mask
1054,vlan id
7c:6a:f4:6c:02:4c,mac address
show ip interface brief,configuration command
Router-64,hostname
Vlan2600,interface
Aironet 3800,device type
255,vlan id
.184.11.30,uncomplete_ip
DHCP,protocol
Cisco 2901,device type
switchport mode trunk,configuration command
255.255.255.128,subnet mask
126.30.184.189,ip address
show running-config,configuration command
.63.182,uncomplete_ip
Gateway-63,hostname
255.255.255.128,subnet mask
Router-91,hostname
GigabitEthernet9/40,interface
PAgP,protocol
Catalyst 2960,device type
ASA 5506-X,device type
Cisco 2901,device type
Dist-61,hostname
Firepower 2100,device type
89.90.39.42,ip address
PC-50,hostname
255.255.255.128,subnet mask
10:ec:d5:be:c7:b1,mac address
transport input ssh,configuration command
255.255.255.240,subnet mask
218.12.27.195,ip address
PC-76,hostname
255.255.248.0,subnet mask
348,vlan id
4.243.253.209,ip address
Catalyst 9300,device type
255.0.0.0,subnet mask
.203.77,uncomplete_ip
GigabitEthernet2/9,interface
2257,vlan id
Linux Server,device type
crypto key generate rsa,configuration command
230.47.176.128,ip address
217.222.48.196,ip address
FastEthernet3/48,interface
WLC-38,hostname
Border-22,hostname
GLBP,protocol
210,vlan id
307,vlan id
255.255.255.240,subnet mask
221.43.251.198,ip address
Meraki MR46,device type
255.255.0.0,subnet mask
ip domain-name,configuration command
Linux Server,device type
3205,vlan id
crypto key generate rsa,configuration command
255.255.0.0,subnet mask
1091,vlan id
3334,vlan id
.141/14,uncomplete_ip
Ethernet4/8,interface
Router-98,hostname
9d:83:ec:eb:df:48,mac address
Switch-16,hostname
IPsec,protocol
Core-93,hostname
227.201.34.74,ip address
router ospf,configuration command
31:b7:f1:a4:5c:43,mac address
3745,vlan id
Ethernet3/6,interface
38.208.46.242,ip address
255.255.255.240,subnet mask
35.244.15.168,ip address
255.255.255.240,subnet mask
switchport mode access,configuration command
TCP,protocol
Dist-84,hostname
Printer-12,hostname
2722,vlan id
Laptop-76,hostname
EIGRP,protocol
GRE,protocol
.32/14,uncomplete_ip
185.34.27.31,ip address
IPsec,protocol
.91/13,uncomplete_ip
Server-58,hostname
Laptop-84,hostname
Ethernet8/43,interface
Ethernet9/43,interface
3782,vlan id
.143.43,uncomplete_ip
Cisco 4331,device type
Dist-65,hostname
Cisco 4331,device type
255.255.0.0,subnet mask
IPsec,protocol
HSRP,protocol
1482,vlan id
router ospf,configuration command
846,vlan id
.22.43,uncomplete_ip
a8:f8:1c:17:cf:ad,mac address
DNS,protocol
Edge-03,hostname
2865,vlan id
2115,vlan id
400,vlan id
20:f0:e8:d5:c1:84,mac address
ip domain-name,configuration command
.55.169,uncomplete_ip
1a:30:2b:01:8c:bc,mac address
255.0.0.0,subnet mask
PC-68,hostname
255.255.255.240,subnet mask
Cisco 1941,device type
ASA 5506-X,device type
Ethernet8/18,interface
Windows Server,device type
Access-10,hostname
80:55:98:d4:d5:7a,mac address
.135.8,uncomplete_ip
d6:95:33:1c:1b:4b,mac address
Cisco 1941,device type
45:e0:45:e8:f8:ff,mac address
STP,protocol
255.255.255.252,subnet mask
251.185.246.20,ip address
crypto key generate rsa,configuration command
07:4b:90:19:ba:3e,mac address
8c:19:cf:73:ff:a2,mac address
255.255.255.0,subnet mask
.173.72,uncomplete_ip
Ethernet1/6,interface
220.11.170.71,ip address
Ethernet8/31,interface
Dist-61,hostname
FTP,protocol
Laptop-66,hostname
.120.32,uncomplete_ip
enable secret,configuration command
BGP,protocol
.163.6,uncomplete_ip
14.97.86.50,ip address
255.255.255.128,subnet mask
Ethernet7/8,interface
WLC-15,hostname
TCP,protocol
897,vlan id
ASA 5506-X,device type
1694,vlan id
ba:dc:59:3e:95:42,mac address
255.255.255.240,subnet mask
Laptop-83,hostname
EIGRP,protocol
Cisco 2901,device type
193.101.21.113,ip address
spanning-tree mode rapid-pvst,configuration command
255.255.0.0,subnet mask
228.57.150.37,ip address
.185/8,uncomplete_ip
.90/11,uncomplete_ip
TenGigabitEthernet0/10,interface
FastEthernet9/20,interface
c5:c4:ff:e8:fe:85,mac address
Vlan1404,interface
.255.127.132,uncomplete_ip
show running-config,configuration command
255.255.0.0,subnet mask
Catalyst 3560,device type
AP-59,hostname
255.255.255.192,subnet mask
Cisco 2901,device type
2860,vlan id
367,vlan id
service password-encryption,configuration command
903,vlan id
Ethernet0/11,interface
140.176.0.234,ip address
VRRP,protocol
Access-50,hostname
1851,vlan id
353,vlan id
3259,vlan id
70:c3:57:be:52:b1,mac address
60,vlan id
208.75.245.255,ip address
183.179.226.141,ip address
255.255.255.192,subnet mask
255.255.255.0,subnet mask
Cisco 2901,device type
AP-97,hostname
login local,configuration command
2770,vlan id
de:dd:a6:fa:8c:c5,mac address
45.192.180.207,ip address
2994,vlan id
Cisco 2901,device type
255.255.255.240,subnet mask
.112.196,uncomplete_ip
enable secret,configuration command
11.245.194.107,ip address
Core-96,hostname
Tunnel3194,interface
MPLS,protocol
transport input ssh,configuration command
51.223.90.31,ip address
56.237.171.153,ip address
Printer-51,hostname
.179.162.232,uncomplete_ip
HTTPS,protocol
WLC-16,hostname
TenGigabitEthernet4/23,interface
crypto key generate rsa,configuration command
1758,vlan id
2020,vlan id
103.66.254.172,ip address
Serial3/28,interface
7.155.216.217,ip address
.14/13,uncomplete_ip
Aironet 3800,device type
Dist-49,hostname
line vty 0 4,configuration command
Catalyst 3560,device type
Loopback2546,interface
Firewall-82,hostname
AP-87,hostname
44.182.35.49,ip address
transport input ssh,configuration command
ASA 5506-X,device type
.29/11,uncomplete_ip
AP-40,hostname
service password-encryption,configuration command
.185.177,uncomplete_ip
163.11.83.144,ip address
ip nat inside,configuration command
Access-35,hostname
.46/8,uncomplete_ip
Nexus 9000,device type
197.250.248.4,ip address
ip nat inside,configuration command
63.30,uncomplete_ip
1578,vlan id
.56.48.171,uncomplete_ip
255.255.255.240,subnet mask
SSH,protocol
ca:4d:1e:0f:d0:80,mac address
ip routing,configuration command
login local,configuration command
GigabitEthernet2/5,interface
Windows Server,device type
Ethernet1/15,interface
3087,vlan id
.214.11.251,uncomplete_ip
BGP,protocol
150.53.178.55,ip address
e3:44:a9:b0:b5:3a,mac address
service password-encryption,configuration command
255.255.255.192,subnet mask
Loopback3791,interface
.126.176,uncomplete_ip
77.82.75.11,ip address
44:1e:f1:82:0c:c2,mac address
GigabitEthernet9/32,interface
1290,vlan id
88:1f:fd:3f:c8:e9,mac address
Tunnel896,interface
255.255.248.0,subnet mask
8d:0b:49:1e:30:dc,mac address
464,vlan id
Firepower 2100,device type
255.255.255.252,subnet mask
Core-56,hostname
1829,vlan id
1b:50:57:d2:6a:be,mac address
OSPF,protocol
1801,vlan id
Nexus 9000,device type
Edge-88,hostname
router ospf,configuration command
DHCP,protocol
3800,vlan id
03:e5:71:b4:05:37,mac address
255.255.248.0,subnet mask
b4:9f:cc:dc:b4:97,mac address
255.255.255.0,subnet mask
.87.12.87,uncomplete_ip
Windows Server,device type
router bgp,configuration command
Cisco 4331,device type
DHCP,protocol
ip nat outside,configuration command
255.255.248.0,subnet mask
SSH,protocol
Meraki MR46,device type
.215.66,uncomplete_ip
111.159.54.118,ip address
Loopback476,interface
router ospf,configuration command
2772,vlan id
1214,vlan id
Tunnel3414,interface
EIGRP,protocol
Edge-82,hostname
Nexus 9000,device type
.100.98.134,uncomplete_ip
GigabitEthernet8/25,interface
3244,vlan id
a4:a3:49:b3:05:53,mac address
Catalyst 9300,device type
Port-channel1561,interface
.163.88.104,uncomplete_ip
3e:db:da:e1:0f:23,mac address
f6:0a:cd:26:ad:a1,mac address
dd:1a:1f:ad:36:65,mac address
TCP,protocol
146.26.3.22,ip address
ip nat inside,configuration command
Catalyst 2960,device type
74.137.5.80,ip address
255.0.0.0,subnet mask
255.255.0.0,subnet mask
